KUCAT ID,Exam Type,CBT Score,Program Applied
KUCAT_2019_3792,KUCAT-PCM,706,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3793,KUCAT-PCM,0,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3794,KUCAT-PCM,0,BSc In Computer Science
KUCAT_2019_3795,KUCAT-PCM,652,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3796,KUCAT-PCM,392,BE in Computer Engineering
KUCAT_2019_3797,KUCAT-PCM,793,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3798,KUCAT-PCM,387,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3799,KUCAT-PCM,503,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3800,KUCAT-PCM,646,BE in Mechanical Engineering(Automobile)
KUCAT_2019_3801,KUCAT-PCM,526,BArch in Architecture
KUCAT_2019_3802,KUCAT-PCM,836,BE in Computer Engineering
KUCAT_2019_3803,KUCAT-PCB,372,Bachelor of Pharmacy
KUCAT_2019_3804,KUCAT-PCM,797,BArch in Architecture
KUCAT_2019_3805,KUCAT-PCM,806,BE in Computer Engineering
KUCAT_2019_3806,KUCAT-PCM,639,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_3807,KUCAT-PCM,618,BSc In Computer Science
KUCAT_2019_3808,KUCAT-PCB,571,Bachelor of Pharmacy
KUCAT_2019_3809,KUCAT-PCM,836,BE in Computer Engineering
KUCAT_2019_3810,KUCAT-PCM,683,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3811,KUCAT-PCM,495,BE in Geomatics Engineering
KUCAT_2019_3812,KUCAT-PCM,608,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3813,KUCAT-PCM,360,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3814,KUCAT-PCM,373,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3815,KUCAT-PCM,708,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3816,KUCAT-PCM,982,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3817,KUCAT-PCM,798,BE in Computer Engineering
KUCAT_2019_3818,KUCAT-PCB,594,Bachelor of Pharmacy
KUCAT_2019_3819,KUCAT-PCM,523,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_3820,KUCAT-PCM,547,BE in Mechanical Engineering(Automobile)
KUCAT_2019_3821,KUCAT-PCM,858,BE in Computer Engineering
KUCAT_2019_3822,KUCAT-PCM,1197,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3823,KUCAT-PCM,495,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3824,KUCAT-PCM,0,BSc In Computer Science
KUCAT_2019_3825,KUCAT-PCB,607,Bachelor of Pharmacy
KUCAT_2019_3826,KUCAT-PCB,638,Bachelor of Pharmacy
KUCAT_2019_3827,KUCAT-PCM,739,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3784,KUCAT-PCM,730,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3785,KUCAT-PCM,938,BE in Computer Engineering
KUCAT_2019_3786,KUCAT-PCB,465,Bachelor of Pharmacy
KUCAT_2019_3787,KUCAT-PCM,671,BE in Computer Engineering
KUCAT_2019_3788,KUCAT-PCB,679,Bachelor of Pharmacy
KUCAT_2019_3789,KUCAT-PCM,738,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3790,KUCAT-PCM,531,BE in Computer Engineering
KUCAT_2019_3791,KUCAT-PCB,782,BTech in Biotechnology
KUCAT_2019_3792,KUCAT-PCM,706,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3793,KUCAT-PCM,0,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3794,KUCAT-PCM,0,BSc In Computer Science
KUCAT_2019_3795,KUCAT-PCM,652,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3796,KUCAT-PCM,392,BE in Computer Engineering
KUCAT_2019_3797,KUCAT-PCM,793,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3798,KUCAT-PCM,387,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3799,KUCAT-PCM,503,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3800,KUCAT-PCM,646,BE in Mechanical Engineering(Automobile)
KUCAT_2019_3801,KUCAT-PCM,526,BArch in Architecture
KUCAT_2019_3802,KUCAT-PCM,836,BE in Computer Engineering
KUCAT_2019_3803,KUCAT-PCB,372,Bachelor of Pharmacy
KUCAT_2019_3804,KUCAT-PCM,797,BArch in Architecture
KUCAT_2019_3805,KUCAT-PCM,806,BE in Computer Engineering
KUCAT_2019_3806,KUCAT-PCM,639,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_3807,KUCAT-PCM,618,BSc In Computer Science
KUCAT_2019_3808,KUCAT-PCB,571,Bachelor of Pharmacy
KUCAT_2019_3809,KUCAT-PCM,836,BE in Computer Engineering
KUCAT_2019_3810,KUCAT-PCM,683,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3811,KUCAT-PCM,495,BE in Geomatics Engineering
KUCAT_2019_3812,KUCAT-PCM,608,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3813,KUCAT-PCM,360,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3814,KUCAT-PCM,373,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3815,KUCAT-PCM,708,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3816,KUCAT-PCM,982,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3817,KUCAT-PCM,798,BE in Computer Engineering
KUCAT_2019_3818,KUCAT-PCB,594,Bachelor of Pharmacy
KUCAT_2019_3819,KUCAT-PCM,523,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_3820,KUCAT-PCM,547,BE in Mechanical Engineering(Automobile)
KUCAT_2019_3821,KUCAT-PCM,858,BE in Computer Engineering
KUCAT_2019_3822,KUCAT-PCM,1197,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3823,KUCAT-PCM,495,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3824,KUCAT-PCM,0,BSc In Computer Science
KUCAT_2019_3825,KUCAT-PCB,607,Bachelor of Pharmacy
KUCAT_2019_3826,KUCAT-PCB,638,Bachelor of Pharmacy
KUCAT_2019_3827,KUCAT-PCM,739,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3828,KUCAT-PCM,943,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_3829,KUCAT-PCM,350,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3830,KUCAT-PCM,543,BE in Computer Engineering
KUCAT_2019_3831,KUCAT-PCB,511,Bachelor of Pharmacy
KUCAT_2019_3832,KUCAT-PCM,664,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3833,KUCAT-PCB,614,BTech in Biotechnology
KUCAT_2019_3834,KUCAT-PCM,900,BArch in Architecture
KUCAT_2019_3835,KUCAT-PCM,1171,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_3836,KUCAT-PCB,676,Bachelor of Pharmacy
KUCAT_2019_3837,KUCAT-PCB,627,Bachelor of Pharmacy
KUCAT_2019_3838,KUCAT-PCB,476,Bachelor of Pharmacy
KUCAT_2019_3839,KUCAT-PCM,870,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3840,KUCAT-PCM,935,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_3841,KUCAT-PCM,876,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3842,KUCAT-PCM,477,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3843,KUCAT-PCM,746,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3844,KUCAT-PCM,569,BE in Computer Engineering
KUCAT_2019_3845,KUCAT-PCM,623,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3846,KUCAT-PCM,718,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3847,KUCAT-PCB,614,Bachelor of Pharmacy
KUCAT_2019_3848,KUCAT-PCM,578,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3849,KUCAT-PCM,599,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3850,KUCAT-PCM,702,BE in Computer Engineering
KUCAT_2019_3851,KUCAT-PCM,869,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_3852,KUCAT-PCB,547,Bachelor of Pharmacy
KUCAT_2019_3853,KUCAT-PCB,740,Bachelor of Pharmacy
KUCAT_2019_3854,KUCAT-PCB,412,Bachelor of Pharmacy
KUCAT_2019_3855,KUCAT-PCB,799,Bachelor of Pharmacy
KUCAT_2019_3856,KUCAT-PCM,0,BArch in Architecture
KUCAT_2019_3857,KUCAT-PCM,557,BE in Computer Engineering
KUCAT_2019_3858,KUCAT-PCM,610,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3859,KUCAT-PCM,859,BArch in Architecture
KUCAT_2019_3860,KUCAT-PCM,836,BE in Computer Engineering
KUCAT_2019_3861,KUCAT-PCM,1129,BArch in Architecture
KUCAT_2019_3862,KUCAT-PCB,415,Bachelor of Pharmacy
KUCAT_2019_3863,KUCAT-PCM,630,BE in Computer Engineering
KUCAT_2019_3864,KUCAT-PCM,644,BE in Computer Engineering
KUCAT_2019_3865,KUCAT-PCM,716,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3866,KUCAT-PCM,532,BE in Computer Engineering
KUCAT_2019_3867,KUCAT-PCB,695,Bachelor of Pharmacy
KUCAT_2019_3868,KUCAT-PCM,527,BArch in Architecture
KUCAT_2019_3869,KUCAT-PCM,729,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_3870,KUCAT-PCB,548,Bachelor of Pharmacy
KUCAT_2019_3871,KUCAT-PCM,707,BE in Computer Engineering
KUCAT_2019_3828,KUCAT-PCM,943,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_3829,KUCAT-PCM,350,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3830,KUCAT-PCM,543,BE in Computer Engineering
KUCAT_2019_3831,KUCAT-PCB,511,Bachelor of Pharmacy
KUCAT_2019_3832,KUCAT-PCM,664,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3833,KUCAT-PCB,614,BTech in Biotechnology
KUCAT_2019_3834,KUCAT-PCM,900,BArch in Architecture
KUCAT_2019_3835,KUCAT-PCM,1171,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_3836,KUCAT-PCB,676,Bachelor of Pharmacy
KUCAT_2019_3837,KUCAT-PCB,627,Bachelor of Pharmacy
KUCAT_2019_3838,KUCAT-PCB,476,Bachelor of Pharmacy
KUCAT_2019_3839,KUCAT-PCM,870,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3840,KUCAT-PCM,935,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_3841,KUCAT-PCM,876,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3842,KUCAT-PCM,477,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3843,KUCAT-PCM,746,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3844,KUCAT-PCM,569,BE in Computer Engineering
KUCAT_2019_3845,KUCAT-PCM,623,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3846,KUCAT-PCM,718,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3847,KUCAT-PCB,614,Bachelor of Pharmacy
KUCAT_2019_3848,KUCAT-PCM,578,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3849,KUCAT-PCM,599,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3850,KUCAT-PCM,702,BE in Computer Engineering
KUCAT_2019_3851,KUCAT-PCM,869,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_3852,KUCAT-PCB,547,Bachelor of Pharmacy
KUCAT_2019_3853,KUCAT-PCB,740,Bachelor of Pharmacy
KUCAT_2019_3854,KUCAT-PCB,412,Bachelor of Pharmacy
KUCAT_2019_3855,KUCAT-PCB,799,Bachelor of Pharmacy
KUCAT_2019_3856,KUCAT-PCM,0,BArch in Architecture
KUCAT_2019_3857,KUCAT-PCM,557,BE in Computer Engineering
KUCAT_2019_3858,KUCAT-PCM,610,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3859,KUCAT-PCM,859,BArch in Architecture
KUCAT_2019_3860,KUCAT-PCM,836,BE in Computer Engineering
KUCAT_2019_3861,KUCAT-PCM,1129,BArch in Architecture
KUCAT_2019_3862,KUCAT-PCB,415,Bachelor of Pharmacy
KUCAT_2019_3863,KUCAT-PCM,630,BE in Computer Engineering
KUCAT_2019_3864,KUCAT-PCM,644,BE in Computer Engineering
KUCAT_2019_3865,KUCAT-PCM,716,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3866,KUCAT-PCM,532,BE in Computer Engineering
KUCAT_2019_3867,KUCAT-PCB,695,Bachelor of Pharmacy
KUCAT_2019_3868,KUCAT-PCM,527,BArch in Architecture
KUCAT_2019_3869,KUCAT-PCM,729,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_3870,KUCAT-PCB,548,Bachelor of Pharmacy
KUCAT_2019_3871,KUCAT-PCM,707,BE in Computer Engineering
KUCAT_2019_3872,KUCAT-PCM,718,BE in Mechanical Engineering(Energy Technology)
KUCAT_2019_3873,KUCAT-PCM,1003,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3874,KUCAT-PCB,541,Bachelor of Pharmacy
KUCAT_2019_3875,KUCAT-PCB,438,Bachelor of Pharmacy
KUCAT_2019_3876,KUCAT-PCM,761,BE in Mechanical Engineering(Hydropower)
KUCAT_2019_3877,KUCAT-PCM,914,BE in Computer Engineering
KUCAT_2019_3878,KUCAT-PCM,877,BE in Computer Engineering
KUCAT_2019_3879,KUCAT-PCM,618,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3880,KUCAT-PCB,394,Bachelor of Pharmacy
KUCAT_2019_3881,KUCAT-PCM,670,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3882,KUCAT-PCB,449,Bachelor of Pharmacy
KUCAT_2019_3883,KUCAT-PCM,433,BE in Mechanical Engineering(Automobile)
KUCAT_2019_3884,KUCAT-PCM,790,BE in Computer Engineering
KUCAT_2019_3885,KUCAT-PCM,577,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3886,KUCAT-PCM,543,BE in Computer Engineering
KUCAT_2019_3887,KUCAT-PCM,453,BE in Computer Engineering
KUCAT_2019_3888,KUCAT-PCM,693,BSc In Computer Science
KUCAT_2019_3889,KUCAT-PCM,607,BE in Computer Engineering
KUCAT_2019_3890,KUCAT-PCM,481,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3891,KUCAT-PCM,719,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3892,KUCAT-PCM,0,BE in Computer Engineering
KUCAT_2019_3893,KUCAT-PCB,810,Bachelor of Pharmacy
KUCAT_2019_3894,KUCAT-PCM,592,BE in Computer Engineering
KUCAT_2019_3895,KUCAT-PCM,546,BE in Computer Engineering
KUCAT_2019_3896,KUCAT-PCM,595,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3897,KUCAT-PCM,993,BE in Computer Engineering
KUCAT_2019_3898,KUCAT-PCM,905,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_3899,KUCAT-PCM,528,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_3900,KUCAT-PCM,525,BE in Computer Engineering
KUCAT_2019_3901,KUCAT-PCM,1258,BE in Computer Engineering
KUCAT_2019_3902,KUCAT-PCM,531,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3903,KUCAT-PCM,827,BE in Computer Engineering
KUCAT_2019_3904,KUCAT-PCM,532,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3905,KUCAT-PCM,1113,BE in Computer Engineering
KUCAT_2019_3906,KUCAT-PCM,728,BE in Computer Engineering
KUCAT_2019_3907,KUCAT-PCM,549,BE in Computer Engineering
KUCAT_2019_3908,KUCAT-PCM,707,BE in Geomatics Engineering
KUCAT_2019_3909,KUCAT-PCM,727,BE in Geomatics Engineering
KUCAT_2019_3910,KUCAT-PCB,443,BTech in Biotechnology
KUCAT_2019_3911,KUCAT-PCM,904,BE in Computer Engineering
KUCAT_2019_3912,KUCAT-PCB,274,Bachelor of Pharmacy
KUCAT_2019_3913,KUCAT-PCM,598,BE in Computer Engineering
KUCAT_2019_3914,KUCAT-PCM,510,BE in Geomatics Engineering
KUCAT_2019_3915,KUCAT-PCM,0,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3872,KUCAT-PCM,718,BE in Mechanical Engineering(Energy Technology)
KUCAT_2019_3873,KUCAT-PCM,1003,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3874,KUCAT-PCB,541,Bachelor of Pharmacy
KUCAT_2019_3875,KUCAT-PCB,438,Bachelor of Pharmacy
KUCAT_2019_3876,KUCAT-PCM,761,BE in Mechanical Engineering(Hydropower)
KUCAT_2019_3877,KUCAT-PCM,914,BE in Computer Engineering
KUCAT_2019_3878,KUCAT-PCM,877,BE in Computer Engineering
KUCAT_2019_3879,KUCAT-PCM,618,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3880,KUCAT-PCB,394,Bachelor of Pharmacy
KUCAT_2019_3881,KUCAT-PCM,670,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3882,KUCAT-PCB,449,Bachelor of Pharmacy
KUCAT_2019_3883,KUCAT-PCM,433,BE in Mechanical Engineering(Automobile)
KUCAT_2019_3884,KUCAT-PCM,790,BE in Computer Engineering
KUCAT_2019_3885,KUCAT-PCM,577,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3886,KUCAT-PCM,543,BE in Computer Engineering
KUCAT_2019_3887,KUCAT-PCM,453,BE in Computer Engineering
KUCAT_2019_3888,KUCAT-PCM,693,BSc In Computer Science
KUCAT_2019_3889,KUCAT-PCM,607,BE in Computer Engineering
KUCAT_2019_3890,KUCAT-PCM,481,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3891,KUCAT-PCM,719,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3892,KUCAT-PCM,0,BE in Computer Engineering
KUCAT_2019_3893,KUCAT-PCB,810,Bachelor of Pharmacy
KUCAT_2019_3894,KUCAT-PCM,592,BE in Computer Engineering
KUCAT_2019_3895,KUCAT-PCM,546,BE in Computer Engineering
KUCAT_2019_3896,KUCAT-PCM,595,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3897,KUCAT-PCM,993,BE in Computer Engineering
KUCAT_2019_3898,KUCAT-PCM,905,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_3899,KUCAT-PCM,528,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_3900,KUCAT-PCM,525,BE in Computer Engineering
KUCAT_2019_3901,KUCAT-PCM,1258,BE in Computer Engineering
KUCAT_2019_3902,KUCAT-PCM,531,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3903,KUCAT-PCM,827,BE in Computer Engineering
KUCAT_2019_3904,KUCAT-PCM,532,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3905,KUCAT-PCM,1113,BE in Computer Engineering
KUCAT_2019_3906,KUCAT-PCM,728,BE in Computer Engineering
KUCAT_2019_3907,KUCAT-PCM,549,BE in Computer Engineering
KUCAT_2019_3908,KUCAT-PCM,707,BE in Geomatics Engineering
KUCAT_2019_3909,KUCAT-PCM,727,BE in Geomatics Engineering
KUCAT_2019_3910,KUCAT-PCB,443,BTech in Biotechnology
KUCAT_2019_3911,KUCAT-PCM,904,BE in Computer Engineering
KUCAT_2019_3912,KUCAT-PCB,274,Bachelor of Pharmacy
KUCAT_2019_3913,KUCAT-PCM,598,BE in Computer Engineering
KUCAT_2019_3914,KUCAT-PCM,510,BE in Geomatics Engineering
KUCAT_2019_3915,KUCAT-PCM,0,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3916,KUCAT-PCM,1087,BE in Computer Engineering
KUCAT_2019_3917,KUCAT-PCM,470,BSc In Computer Science
KUCAT_2019_3918,KUCAT-PCB,705,Bachelor of Pharmacy
KUCAT_2019_3919,KUCAT-PCM,716,BE in Computer Engineering
KUCAT_2019_3920,KUCAT-PCM,596,BE in Computer Engineering
KUCAT_2019_3921,KUCAT-PCM,945,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_3922,KUCAT-PCM,932,BE in Mechanical Engineering(Automobile)
KUCAT_2019_3923,KUCAT-PCM,514,BArch in Architecture
KUCAT_2019_3924,KUCAT-PCM,678,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3925,KUCAT-PCM,0,BE in Computer Engineering
KUCAT_2019_3926,KUCAT-PCM,699,BArch in Architecture
KUCAT_2019_3927,KUCAT-PCM,0,BE in Computer Engineering
KUCAT_2019_3928,KUCAT-PCM,799,BE in Mechanical Engineering(Energy Technology)
KUCAT_2019_3929,KUCAT-PCB,431,BSc in Environmental Science
KUCAT_2019_3930,KUCAT-PCB,471,Bachelor of Pharmacy
KUCAT_2019_3931,KUCAT-PCB,412,BSc in Environmental Science
KUCAT_2019_3932,KUCAT-PCM,803,BE in Computer Engineering
KUCAT_2019_3933,KUCAT-PCB,644,Bachelor of Pharmacy
KUCAT_2019_3934,KUCAT-PCM,1008,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3935,KUCAT-PCM,595,BE in Computer Engineering
KUCAT_2019_3936,KUCAT-PCM,1165,BE in Computer Engineering
KUCAT_2019_3937,KUCAT-PCM,1109,BE in Computer Engineering
KUCAT_2019_3938,KUCAT-PCM,821,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3939,KUCAT-PCM,0,BE in Computer Engineering
KUCAT_2019_3940,KUCAT-PCM,695,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3941,KUCAT-PCB,494,Bachelor of Pharmacy
KUCAT_2019_3942,KUCAT-PCM,0,BE in Computer Engineering
KUCAT_2019_3943,KUCAT-PCM,719,BE in Computer Engineering
KUCAT_2019_3944,KUCAT-PCM,971,BE in Computer Engineering
KUCAT_2019_3945,KUCAT-PCM,823,BE in Geomatics Engineering
KUCAT_2019_3946,KUCAT-PCM,410,BE in Mechanical Engineering(Automobile)
KUCAT_2019_3947,KUCAT-PCM,676,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3948,KUCAT-PCM,604,BE in Geomatics Engineering
KUCAT_2019_39492(See endnotes),KUCAT-PCM,516,BSc In Computer Science
KUCAT_2019_3950,KUCAT-PCM,544,BE in Mechanical Engineering(Automobile)
KUCAT_2019_3951,KUCAT-PCM,534,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3952,KUCAT-PCM,614,BE in Computer Engineering
KUCAT_2019_3953,KUCAT-PCM,673,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3954,KUCAT-PCM,862,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3955,KUCAT-PCM,876,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_3956,KUCAT-PCM,622,BE in Computer Engineering
KUCAT_2019_3957,KUCAT-PCM,721,BE in Computer Engineering
KUCAT_2019_3958,KUCAT-PCM,729,BE in Computer Engineering
KUCAT_2019_3959,KUCAT-PCM,516,BE in Mechanical Engineering(Automobile)
KUCAT_2019_3916,KUCAT-PCM,1087,BE in Computer Engineering
KUCAT_2019_3917,KUCAT-PCM,470,BSc In Computer Science
KUCAT_2019_3918,KUCAT-PCB,705,Bachelor of Pharmacy
KUCAT_2019_3919,KUCAT-PCM,716,BE in Computer Engineering
KUCAT_2019_3920,KUCAT-PCM,596,BE in Computer Engineering
KUCAT_2019_3921,KUCAT-PCM,945,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_3922,KUCAT-PCM,932,BE in Mechanical Engineering(Automobile)
KUCAT_2019_3923,KUCAT-PCM,514,BArch in Architecture
KUCAT_2019_3924,KUCAT-PCM,678,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3925,KUCAT-PCM,0,BE in Computer Engineering
KUCAT_2019_3926,KUCAT-PCM,699,BArch in Architecture
KUCAT_2019_3927,KUCAT-PCM,0,BE in Computer Engineering
KUCAT_2019_3928,KUCAT-PCM,799,BE in Mechanical Engineering(Energy Technology)
KUCAT_2019_3929,KUCAT-PCB,431,BSc in Environmental Science
KUCAT_2019_3930,KUCAT-PCB,471,Bachelor of Pharmacy
KUCAT_2019_3931,KUCAT-PCB,412,BSc in Environmental Science
KUCAT_2019_3932,KUCAT-PCM,803,BE in Computer Engineering
KUCAT_2019_3933,KUCAT-PCB,644,Bachelor of Pharmacy
KUCAT_2019_3934,KUCAT-PCM,1008,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3935,KUCAT-PCM,595,BE in Computer Engineering
KUCAT_2019_3936,KUCAT-PCM,1165,BE in Computer Engineering
KUCAT_2019_3937,KUCAT-PCM,1109,BE in Computer Engineering
KUCAT_2019_3938,KUCAT-PCM,821,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3939,KUCAT-PCM,0,BE in Computer Engineering
KUCAT_2019_3940,KUCAT-PCM,695,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3941,KUCAT-PCB,494,Bachelor of Pharmacy
KUCAT_2019_3942,KUCAT-PCM,0,BE in Computer Engineering
KUCAT_2019_3943,KUCAT-PCM,719,BE in Computer Engineering
KUCAT_2019_3944,KUCAT-PCM,971,BE in Computer Engineering
KUCAT_2019_3945,KUCAT-PCM,823,BE in Geomatics Engineering
KUCAT_2019_3946,KUCAT-PCM,410,BE in Mechanical Engineering(Automobile)
KUCAT_2019_3947,KUCAT-PCM,676,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3948,KUCAT-PCM,604,BE in Geomatics Engineering
KUCAT_2019_39492(See endnotes),KUCAT-PCM,516,BSc In Computer Science
KUCAT_2019_3950,KUCAT-PCM,544,BE in Mechanical Engineering(Automobile)
KUCAT_2019_3951,KUCAT-PCM,534,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3952,KUCAT-PCM,614,BE in Computer Engineering
KUCAT_2019_3953,KUCAT-PCM,673,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3954,KUCAT-PCM,862,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3955,KUCAT-PCM,876,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_3956,KUCAT-PCM,622,BE in Computer Engineering
KUCAT_2019_3957,KUCAT-PCM,721,BE in Computer Engineering
KUCAT_2019_3958,KUCAT-PCM,729,BE in Computer Engineering
KUCAT_2019_3959,KUCAT-PCM,516,BE in Mechanical Engineering(Automobile)
KUCAT_2019_3960,KUCAT-PCM,703,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_3961,KUCAT-PCM,405,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3962,KUCAT-PCM,651,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_3963,KUCAT-PCM,946,BE in Computer Engineering
KUCAT_2019_3964,KUCAT-PCM,527,BE in Computer Engineering
KUCAT_2019_3965,KUCAT-PCM,735,BE in Geomatics Engineering
KUCAT_2019_3966,KUCAT-PCM,754,BE in Computer Engineering
